chunk_id,document_id,company,quarter,year,document_type,chunk_type,chunk_index,start_position,end_position,token_count,contains_financial_data,section_type
DABUR_Q1_2024_financial_chunk_13,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,13,12931,13930,249,True,financial_metrics
DABUR_Q1_2024_financial_chunk_14,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,14,13930,14922,247,False,
DABUR_Q1_2024_financial_chunk_15,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,15,14922,15919,249,True,
DABUR_Q1_2024_financial_chunk_16,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,16,15919,16911,247,True,financial_metrics
DABUR_Q1_2024_financial_chunk_17,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,17,16911,17903,247,True,
DABUR_Q1_2024_financial_chunk_18,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,18,17903,18901,249,True,financial_metrics
DABUR_Q1_2024_financial_chunk_19,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,19,18901,19894,248,True,
DABUR_Q1_2024_financial_chunk_20,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,20,19894,20891,249,False,
DABUR_Q1_2024_financial_chunk_21,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,21,20891,21887,248,True,financial_metrics
DABUR_Q1_2024_financial_chunk_22,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,22,21887,22880,248,True,
DABUR_Q1_2024_financial_chunk_23,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,23,22880,23879,249,True,
DABUR_Q1_2024_financial_chunk_24,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,24,23879,24877,249,True,
DABUR_Q1_2024_financial_chunk_25,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,25,24877,25873,248,True,financial_metrics
DABUR_Q1_2024_financial_chunk_26,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,26,25873,26869,248,True,
DABUR_Q1_2024_financial_chunk_27,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,27,26869,27866,249,True,
DABUR_Q1_2024_financial_chunk_28,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,28,27866,28865,249,True,financial_metrics
DABUR_Q1_2024_financial_chunk_29,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,29,28865,29858,248,True,financial_metrics
DABUR_Q1_2024_financial_chunk_30,DABUR_Q1_2024_financial,DABUR,Q1,2024,financial,fixed_size,30,29858,30096,59,True,
DABUR_Q1_2025_financial_chunk_0,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,0,0,993,248,True,financial_metrics
DABUR_Q1_2025_financial_chunk_1,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,1,993,1984,247,True,financial_metrics
DABUR_Q1_2025_financial_chunk_2,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,2,1984,2980,248,True,financial_metrics
DABUR_Q1_2025_financial_chunk_3,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,3,2980,3978,249,False,
DABUR_Q1_2025_financial_chunk_4,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,4,3978,4971,248,False,
DABUR_Q1_2025_financial_chunk_5,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,5,4971,5970,249,False,
DABUR_Q1_2025_financial_chunk_6,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,6,5970,6968,249,True,
DABUR_Q1_2025_financial_chunk_7,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,7,6968,7965,249,False,
DABUR_Q1_2025_financial_chunk_8,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,8,7965,8958,248,True,financial_metrics
DABUR_Q1_2025_financial_chunk_9,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,9,8958,9946,246,True,
DABUR_Q1_2025_financial_chunk_10,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,10,9946,10945,249,True,
DABUR_Q1_2025_financial_chunk_11,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,11,10945,11944,249,True,
DABUR_Q1_2025_financial_chunk_12,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,12,11944,12938,248,True,
DABUR_Q1_2025_financial_chunk_13,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,13,12938,13930,247,True,financial_metrics
DABUR_Q1_2025_financial_chunk_14,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,14,13930,14926,248,False,
DABUR_Q1_2025_financial_chunk_15,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,15,14926,15923,249,True,
DABUR_Q1_2025_financial_chunk_16,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,16,15923,16921,249,True,financial_metrics
DABUR_Q1_2025_financial_chunk_17,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,17,16921,17911,247,True,financial_metrics
DABUR_Q1_2025_financial_chunk_18,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,18,17911,18908,249,True,
DABUR_Q1_2025_financial_chunk_19,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,19,18908,19901,248,True,financial_metrics
DABUR_Q1_2025_financial_chunk_20,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,20,19901,20893,247,False,
DABUR_Q1_2025_financial_chunk_21,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,21,20893,21887,248,False,
DABUR_Q1_2025_financial_chunk_22,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,22,21887,22886,249,True,financial_metrics
DABUR_Q1_2025_financial_chunk_23,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,23,22886,23884,249,True,
DABUR_Q1_2025_financial_chunk_24,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,24,23884,24876,247,True,
DABUR_Q1_2025_financial_chunk_25,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,25,24876,25868,247,True,
DABUR_Q1_2025_financial_chunk_26,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,26,25868,26867,249,True,financial_metrics
DABUR_Q1_2025_financial_chunk_27,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,27,26867,27863,248,True,
DABUR_Q1_2025_financial_chunk_28,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,28,27863,28861,249,True,
DABUR_Q1_2025_financial_chunk_29,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,29,28861,29858,249,True,financial_metrics
DABUR_Q1_2025_financial_chunk_30,DABUR_Q1_2025_financial,DABUR,Q1,2025,financial,fixed_size,30,29858,30565,176,True,
DABUR_Q2_2024_financial_chunk_0,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,0,0,999,249,True,
DABUR_Q2_2024_financial_chunk_1,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,1,999,1996,249,True,financial_metrics
DABUR_Q2_2024_financial_chunk_2,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,2,1996,2990,248,False,
DABUR_Q2_2024_financial_chunk_3,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,3,2990,3989,249,False,
DABUR_Q2_2024_financial_chunk_4,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,4,3989,4988,249,True,
DABUR_Q2_2024_financial_chunk_5,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,5,4988,5985,249,True,
DABUR_Q2_2024_financial_chunk_6,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,6,5985,6979,248,False,
DABUR_Q2_2024_financial_chunk_7,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,7,6979,7970,247,True,financial_metrics
DABUR_Q2_2024_financial_chunk_8,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,8,7970,8967,249,True,
DABUR_Q2_2024_financial_chunk_9,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,9,8967,9959,247,True,
DABUR_Q2_2024_financial_chunk_10,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,10,9959,10950,247,True,
DABUR_Q2_2024_financial_chunk_11,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,11,10950,11946,248,True,
DABUR_Q2_2024_financial_chunk_12,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,12,11946,12941,248,True,
DABUR_Q2_2024_financial_chunk_13,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,13,12941,13936,248,True,financial_metrics
DABUR_Q2_2024_financial_chunk_14,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,14,13936,14928,247,False,
DABUR_Q2_2024_financial_chunk_15,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,15,14928,15922,248,True,
DABUR_Q2_2024_financial_chunk_16,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,16,15922,16919,249,True,
DABUR_Q2_2024_financial_chunk_17,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,17,16919,17917,249,False,
DABUR_Q2_2024_financial_chunk_18,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,18,17917,18911,248,False,
DABUR_Q2_2024_financial_chunk_19,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,19,18911,19906,248,True,
DABUR_Q2_2024_financial_chunk_20,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,20,19906,20899,248,True,
DABUR_Q2_2024_financial_chunk_21,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,21,20899,21893,248,True,
DABUR_Q2_2024_financial_chunk_22,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,22,21893,22891,249,True,financial_metrics
DABUR_Q2_2024_financial_chunk_23,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,23,22891,23890,249,True,
DABUR_Q2_2024_financial_chunk_24,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,24,23890,24886,248,True,financial_metrics
DABUR_Q2_2024_financial_chunk_25,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,25,24886,25881,248,True,financial_metrics
DABUR_Q2_2024_financial_chunk_26,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,26,25881,26878,249,False,
DABUR_Q2_2024_financial_chunk_27,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,27,26878,27873,248,False,
DABUR_Q2_2024_financial_chunk_28,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,28,27873,28866,248,True,financial_metrics
DABUR_Q2_2024_financial_chunk_29,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,29,28866,29865,249,True,
DABUR_Q2_2024_financial_chunk_30,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,30,29865,30852,246,True,
DABUR_Q2_2024_financial_chunk_31,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,31,30852,31849,249,True,
DABUR_Q2_2024_financial_chunk_32,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,32,31849,32847,249,True,
DABUR_Q2_2024_financial_chunk_33,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,33,32847,33845,249,True,
DABUR_Q2_2024_financial_chunk_34,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,34,33845,34841,248,False,
DABUR_Q2_2024_financial_chunk_35,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,35,34841,35834,248,True,
DABUR_Q2_2024_financial_chunk_36,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,36,35834,36823,247,True,
DABUR_Q2_2024_financial_chunk_37,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,37,36823,37811,246,False,
DABUR_Q2_2024_financial_chunk_38,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,38,37811,38805,248,True,
DABUR_Q2_2024_financial_chunk_39,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,39,38805,39796,247,True,
DABUR_Q2_2024_financial_chunk_40,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,40,39796,40795,249,True,
DABUR_Q2_2024_financial_chunk_41,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,41,40795,41794,249,True,financial_metrics
DABUR_Q2_2024_financial_chunk_42,DABUR_Q2_2024_financial,DABUR,Q2,2024,financial,fixed_size,42,41794,42616,205,True,
DABUR_Q2_2025_financial_chunk_0,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,0,0,994,248,True,
DABUR_Q2_2025_financial_chunk_1,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,1,994,1987,248,True,financial_metrics
DABUR_Q2_2025_financial_chunk_2,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,2,1987,2979,247,False,
DABUR_Q2_2025_financial_chunk_3,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,3,2979,3974,248,False,
DABUR_Q2_2025_financial_chunk_4,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,4,3974,4965,247,False,
DABUR_Q2_2025_financial_chunk_5,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,5,4965,5962,249,True,
DABUR_Q2_2025_financial_chunk_6,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,6,5962,6955,248,False,
DABUR_Q2_2025_financial_chunk_7,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,7,6955,7951,248,True,financial_metrics
DABUR_Q2_2025_financial_chunk_8,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,8,7951,8949,249,True,
DABUR_Q2_2025_financial_chunk_9,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,9,8949,9940,247,True,
DABUR_Q2_2025_financial_chunk_10,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,10,9940,10934,248,True,
DABUR_Q2_2025_financial_chunk_11,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,11,10934,11931,249,True,
DABUR_Q2_2025_financial_chunk_12,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,12,11931,12929,249,True,financial_metrics
DABUR_Q2_2025_financial_chunk_13,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,13,12929,13921,247,False,
DABUR_Q2_2025_financial_chunk_14,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,14,13921,14915,248,True,
DABUR_Q2_2025_financial_chunk_15,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,15,14915,15906,247,True,
DABUR_Q2_2025_financial_chunk_16,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,16,15906,16900,248,False,
DABUR_Q2_2025_financial_chunk_17,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,17,16900,17895,248,False,
DABUR_Q2_2025_financial_chunk_18,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,18,17895,18888,248,True,
DABUR_Q2_2025_financial_chunk_19,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,19,18888,19880,247,True,
DABUR_Q2_2025_financial_chunk_20,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,20,19880,20874,248,True,
DABUR_Q2_2025_financial_chunk_21,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,21,20874,21872,249,True,financial_metrics
DABUR_Q2_2025_financial_chunk_22,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,22,21872,22871,249,True,
DABUR_Q2_2025_financial_chunk_23,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,23,22871,23870,249,False,financial_metrics
DABUR_Q2_2025_financial_chunk_24,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,24,23870,24868,249,False,
DABUR_Q2_2025_financial_chunk_25,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,25,24868,25866,249,False,
DABUR_Q2_2025_financial_chunk_26,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,26,25866,26865,249,False,
DABUR_Q2_2025_financial_chunk_27,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,27,26865,27863,249,False,
DABUR_Q2_2025_financial_chunk_28,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,28,27863,28861,249,True,
DABUR_Q2_2025_financial_chunk_29,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,29,28861,29859,249,False,
DABUR_Q2_2025_financial_chunk_30,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,30,29859,30858,249,True,
DABUR_Q2_2025_financial_chunk_31,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,31,30858,31857,249,True,
DABUR_Q2_2025_financial_chunk_32,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,32,31857,32855,249,True,
DABUR_Q2_2025_financial_chunk_33,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,33,32855,33852,249,True,financial_metrics
DABUR_Q2_2025_financial_chunk_34,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,34,33852,34849,249,True,
DABUR_Q2_2025_financial_chunk_35,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,35,34849,35840,247,True,
DABUR_Q2_2025_financial_chunk_36,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,36,35840,36835,248,True,
DABUR_Q2_2025_financial_chunk_37,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,37,36835,37829,248,True,
DABUR_Q2_2025_financial_chunk_38,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,38,37829,38827,249,False,
DABUR_Q2_2025_financial_chunk_39,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,39,38827,39823,248,True,
DABUR_Q2_2025_financial_chunk_40,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,40,39823,40822,249,True,
DABUR_Q2_2025_financial_chunk_41,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,41,40822,41819,249,False,
DABUR_Q2_2025_financial_chunk_42,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,42,41819,42818,249,False,
DABUR_Q2_2025_financial_chunk_43,DABUR_Q2_2025_financial,DABUR,Q2,2025,financial,fixed_size,43,42818,43812,248,True,management_discussion
DABUR_Q3_2024_financial_chunk_0,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,0,0,996,249,True,
DABUR_Q3_2024_financial_chunk_1,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,1,996,1994,249,True,financial_metrics
DABUR_Q3_2024_financial_chunk_2,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,2,1994,2988,248,True,financial_metrics
DABUR_Q3_2024_financial_chunk_3,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,3,2988,3979,247,True,
DABUR_Q3_2024_financial_chunk_4,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,4,3979,4978,249,False,
DABUR_Q3_2024_financial_chunk_5,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,5,4978,5977,249,False,
DABUR_Q3_2024_financial_chunk_6,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,6,5977,6967,247,True,
DABUR_Q3_2024_financial_chunk_7,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,7,6967,7964,249,False,
DABUR_Q3_2024_financial_chunk_8,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,8,7964,8955,247,True,financial_metrics
DABUR_Q3_2024_financial_chunk_9,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,9,8955,9951,248,True,
DABUR_Q3_2024_financial_chunk_10,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,10,9951,10950,249,True,
DABUR_Q3_2024_financial_chunk_11,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,11,10950,11947,249,True,
DABUR_Q3_2024_financial_chunk_12,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,12,11947,12945,249,True,
DABUR_Q3_2024_financial_chunk_13,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,13,12945,13938,248,True,
DABUR_Q3_2024_financial_chunk_14,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,14,13938,14932,248,True,
DABUR_Q3_2024_financial_chunk_15,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,15,14932,15926,248,True,financial_metrics
DABUR_Q3_2024_financial_chunk_16,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,16,15926,16924,249,True,
DABUR_Q3_2024_financial_chunk_17,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,17,16924,17917,248,True,
DABUR_Q3_2024_financial_chunk_18,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,18,17917,18913,248,True,financial_metrics
DABUR_Q3_2024_financial_chunk_19,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,19,18913,19903,247,True,financial_metrics
DABUR_Q3_2024_financial_chunk_20,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,20,19903,20900,249,True,financial_metrics
DABUR_Q3_2024_financial_chunk_21,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,21,20900,21896,248,True,financial_metrics
DABUR_Q3_2024_financial_chunk_22,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,22,21896,22892,248,False,
DABUR_Q3_2024_financial_chunk_23,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,23,22892,23887,248,False,
DABUR_Q3_2024_financial_chunk_24,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,24,23887,24883,248,True,financial_metrics
DABUR_Q3_2024_financial_chunk_25,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,25,24883,25878,248,True,
DABUR_Q3_2024_financial_chunk_26,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,26,25878,26876,249,True,
DABUR_Q3_2024_financial_chunk_27,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,27,26876,27874,249,True,
DABUR_Q3_2024_financial_chunk_28,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,28,27874,28869,248,True,
DABUR_Q3_2024_financial_chunk_29,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,29,28869,29866,249,True,financial_metrics
DABUR_Q3_2024_financial_chunk_30,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,30,29866,30863,249,True,
DABUR_Q3_2024_financial_chunk_31,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,31,30863,31861,249,True,
DABUR_Q3_2024_financial_chunk_32,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,32,31861,32857,248,True,financial_metrics
DABUR_Q3_2024_financial_chunk_33,DABUR_Q3_2024_financial,DABUR,Q3,2024,financial,fixed_size,33,32857,33178,80,True,
DABUR_Q3_2025_financial_chunk_0,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,0,0,995,248,True,financial_metrics
DABUR_Q3_2025_financial_chunk_1,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,1,995,1994,249,True,financial_metrics
DABUR_Q3_2025_financial_chunk_2,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,2,1994,2989,248,True,financial_metrics
DABUR_Q3_2025_financial_chunk_3,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,3,2989,3981,247,True,
DABUR_Q3_2025_financial_chunk_4,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,4,3981,4977,248,False,
DABUR_Q3_2025_financial_chunk_5,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,5,4977,5974,249,False,
DABUR_Q3_2025_financial_chunk_6,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,6,5974,6971,249,True,
DABUR_Q3_2025_financial_chunk_7,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,7,6971,7969,249,False,
DABUR_Q3_2025_financial_chunk_8,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,8,7969,8966,249,True,financial_metrics
DABUR_Q3_2025_financial_chunk_9,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,9,8966,9962,248,True,
DABUR_Q3_2025_financial_chunk_10,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,10,9962,10958,248,True,
DABUR_Q3_2025_financial_chunk_11,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,11,10958,11956,249,True,
DABUR_Q3_2025_financial_chunk_12,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,12,11956,12953,249,True,
DABUR_Q3_2025_financial_chunk_13,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,13,12953,13948,248,True,
DABUR_Q3_2025_financial_chunk_14,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,14,13948,14947,249,True,
DABUR_Q3_2025_financial_chunk_15,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,15,14947,15941,248,True,financial_metrics
DABUR_Q3_2025_financial_chunk_16,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,16,15941,16940,249,False,
DABUR_Q3_2025_financial_chunk_17,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,17,16940,17937,249,True,
DABUR_Q3_2025_financial_chunk_18,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,18,17937,18931,248,True,financial_metrics
DABUR_Q3_2025_financial_chunk_19,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,19,18931,19925,248,True,
DABUR_Q3_2025_financial_chunk_20,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,20,19925,20915,247,True,financial_metrics
DABUR_Q3_2025_financial_chunk_21,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,21,20915,21914,249,True,financial_metrics
DABUR_Q3_2025_financial_chunk_22,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,22,21914,22912,249,False,
DABUR_Q3_2025_financial_chunk_23,DABUR_Q3_2025_financial,DABUR,Q3,2025,financial,fixed_size,23,22912,23908,248,False,
